Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Genres,Artist,Song
0.752,0.576,9,-7.45,1,0.0318,0.698,0.00327,0.0972,0.496,130.021,"dance pop, post-teen pop, talent show",Cheryl Cole,3 Words
0.506,0.988,0,-3.139,1,0.0733,0.00213,0.00399,0.296,0.235,105.531,"hard rock, metal, old school thrash, rock, thrash metal",Metallica,Purify
0.436,0.391,1,-9.62,0,0.0326,0.554,0.0,0.12,0.126,125.354,"dance pop, pop",Mariah Carey & Whitney Houston,When You Believe
0.781,0.839,5,-5.698,1,0.0821,0.365,0.0,0.111,0.792,87.003,"latin hip hop, rap latina, reggaeton, trap latino, urbano latino",Ivy Queen,Menor Que Yo
0.496,0.449,4,-10.23,1,0.0277,0.364,8.48e-06,0.12,0.547,116.181,"album rock, beatlesque, classic rock, cosmic american, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock",The Byrds,Goin' Back
0.537,0.399,4,-13.547,0,0.0269,0.202,0.0546,0.109,0.832,171.402,"canadian singer-songwriter, classic canadian rock, classic rock, folk rock, mellow gold, permanent wave, rock, roots rock, singer-songwriter",Neil Young,Heart of Gold
0.608,0.665,5,-7.081,1,0.0664,0.14,1.13e-06,0.31,0.353,149.989,"art pop, metropopolis, nz pop, pop",Lorde,No Better
0.744,0.627,9,-12.588,1,0.0324,0.0328,0.000223,0.226,0.946,130.182,new wave pop,Deborah Harry,I Want That Man
0.377,0.341,2,-6.484,1,0.0283,0.778,0.0,0.109,0.331,104.456,christian music,Amy Grant,Angels
0.71,0.68,6,-8.19,1,0.035,0.00315,0.259,0.102,0.907,125.983,"candy pop, new wave pop, permanent wave, power pop, rock, synthpop",Blondie,Good Boys
0.723,0.865,11,-7.08,0,0.0757,0.0476,0.000195,0.392,0.381,132.164,"album rock, classic rock, dance rock, hard rock, new romantic, new wave, new wave pop, rock, soft rock",Billy Idol,Heroin
0.415,0.704,7,-4.883,0,0.0601,0.0777,0.0,0.36,0.451,139.905,"barbadian pop, pop, urban contemporary",Rihanna,Wait Your Turn
0.865,0.69,7,-7.448,1,0.0443,0.285,0.0162,0.225,0.867,121.983,"colombian pop, dance pop, latin pop, pop",Shakira,She Wolf
0.692,0.852,1,-2.975,1,0.0828,0.135,1.26e-05,0.692,0.636,104.957,"dance pop, pop",Christina Aguilera,Makes Me Wanna Pray
0.566,0.834,6,-8.412,0,0.0298,0.00277,0.008,0.0625,0.621,123.296,"hard rock, metal, old school thrash, rock, thrash metal",Metallica,Enter Sandman
0.361,0.901,4,-4.133,0,0.0443,0.00152,0.000263,0.286,0.482,144.97,"pop rock, post-grunge",Harvey Danger,Flagpole Sitta
0.384,0.45,6,-10.485,0,0.193,0.269,2.52e-05,0.138,0.0874,89.598,"alternative r&b, dance pop, metropopolis, pop, r&b",Tinashe,Pretend
0.94,0.633,8,-3.56,1,0.0467,0.0581,4.04e-05,0.281,0.962,121.003,"detroit hip hop, hip hop, rap",Eminem,Just Lose It
0.522,0.79,9,-6.242,1,0.0252,0.00581,0.00102,0.288,0.244,96.062,"alternative rock, indie rock, melancholia, singer-songwriter",Elliott Smith,Son of Sam
0.575,0.886,5,-5.182,1,0.034,0.0647,0.000187,0.709,0.609,96.31,"dance pop, europop, lilith, new wave pop, pop rock",Natalie Imbruglia,Torn
0.552,0.802,0,-3.799,1,0.0615,0.215,0.0,0.275,0.776,78.21,"dance pop, pop, post-teen pop",Hilary Duff,So Yesterday
0.452,0.574,9,-7.936,1,0.0321,0.111,0.0,0.0823,0.811,123.204,"album rock, beatlesque, classic rock, cosmic american, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock",The Byrds,All I Really Want To Do
0.666,0.856,5,-6.101,0,0.0291,0.000428,1.05e-05,0.0715,0.693,99.991,"pop, post-teen pop",Joe Jonas,Just in Love
0.629,0.839,9,-7.061,1,0.0899,0.0018,0.0859,0.251,0.449,118.979,"dance pop, pop",Madonna,Jump
0.629,0.819,0,-6.181,1,0.254,0.227,0.00733,0.169,0.47,162.048,"barbadian pop, pop, urban contemporary",Rihanna,Jump
0.51,0.815,11,-5.847,1,0.508,0.169,0.0,0.0544,0.498,98.216,"hardcore punk, punk, skate punk",Descendents,All-O-Gistics
0.512,0.615,11,-5.318,1,0.0319,0.216,0.0,0.123,0.193,115.884,"latin pop, mexican pop, puerto rican pop",Ricky Martin,Tal Vez
0.97,0.738,1,-3.381,0,0.132,0.0369,0.000384,0.324,0.961,107.166,"dance pop, hip pop, neo soul, urban contemporary",Kelis,Trick Me
0.587,0.755,9,-5.377,1,0.039,0.0722,1.51e-05,0.221,0.8,146.129,"candy pop, new wave pop, permanent wave, power pop, rock, synthpop",Blondie,Sunday Girl
0.292,0.189,10,-12.385,1,0.0296,0.964,0.000386,0.107,0.0953,88.074,"latin pop, mexican pop, puerto rican pop",Ricky Martin,Hagamos El Amor
0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375,"album rock, classic rock, rock, soft rock, yacht rock",Fleetwood Mac,Landslide
0.715,0.46,5,-11.124,1,0.0361,0.0261,0.114,0.105,0.114,105.004,,Shara Nelson,One Goodbye In Ten
0.658,0.877,7,-2.098,1,0.0323,0.173,0.0,0.0962,0.821,105.586,pop,Taylor Swift,Picture to Burn
0.684,0.753,5,-5.834,0,0.0483,0.268,3.3e-06,0.3,0.713,104.919,"bolero, latin pop",Luis Miguel,"Sol, Arena y Mar"
0.454,0.865,4,-3.841,1,0.0561,0.0323,0.0,0.186,0.34,166.018,"canadian pop, candy pop, dance pop, pop",Avril Lavigne,Wish You Were Here
0.817,0.716,6,-8.898,0,0.144,0.0427,0.00263,0.358,0.692,123.474,"electro, filter house, rock",Daft Punk,Harder Better Faster Stronger
0.819,0.707,10,-7.449,0,0.183,0.242,0.0,0.506,0.777,92.003,"latin hip hop, rap latina, reggaeton, trap latino, urbano latino",Ivy Queen,Que Lloren
0.571,0.967,2,-4.632,1,0.0434,0.000508,0.0,0.0619,0.761,137.084,,The Bronx,White Guilt
0.327,0.295,4,-6.907,0,0.0313,0.775,0.0,0.107,0.143,148.574,"dance pop, pop",Christina Aguilera,Hurt
0.552,0.303,2,-10.579,1,0.0429,0.772,0.0,0.119,0.336,85.921,"new wave pop, soft rock",Gloria Estefan,Con Los Años Que Me Quedan
0.771,0.68,11,-5.881,0,0.224,0.277,1.18e-05,0.682,0.808,119.952,"dance pop, pop",Justin Timberlake,My Love
0.717,0.877,0,-4.266,1,0.0375,0.0136,0.000814,0.0616,0.794,111.0,"dance pop, pop",Britney Spears,Anticipating
0.32,0.87,1,-4.659,1,0.258,0.000912,0.0,0.799,0.154,172.193,"british alternative rock, nintendocore, trancecore, uk metalcore, uk post-hardcore",Enter Shikari,Sssnakepit
0.293,0.817,8,-5.432,1,0.0852,0.0401,3.4e-05,0.13,0.145,165.0,"modern rock, post-grunge",Thirty Seconds to Mars,Kings and Queens
0.685,0.172,8,-14.979,1,0.0412,0.909,0.00154,0.286,0.563,133.902,"art pop, baroque pop, chamber pop, indie pop, indie rock, singer-songwriter",Sufjan Stevens,Casimir Pulaski Day
0.649,0.607,11,-6.179,1,0.0268,0.242,0.0,0.0413,0.708,96.11,"belgian indie, belgian pop, chanson, french pop",Axelle Red,Sensualité
0.6,0.787,6,-5.163,1,0.0366,0.043,0.0,0.358,0.608,127.977,"dance pop, pop, talent show",Kelly Clarkson,People Like Us
0.614,0.568,7,-5.477,0,0.0276,0.00797,0.0,0.0997,0.516,107.849,"alternative metal, alternative rock, grunge, hard rock, nu metal, permanent wave, post-grunge, rock, supergroup",Audioslave,Like A Stone
0.655,0.649,1,-5.653,0,0.089,0.0793,0.000393,0.117,0.759,86.968,"contemporary r&b, dance pop, hip pop, r&b, urban contemporary",Aaliyah,More Than a Woman
0.865,0.665,7,-6.289,1,0.073,0.0453,0.0,0.224,0.331,111.113,"g funk, gangster rap, hip hop, rap, west coast rap",Tupac,Changes
0.307,0.687,2,-11.999,0,0.173,0.514,0.0727,0.413,0.385,84.413,classic oklahoma country,Garth Brooks,The Thunder Rolls
0.799,0.676,3,-9.023,1,0.0674,0.548,0.00589,0.456,0.795,109.432,,,Track 7
0.633,0.934,0,-3.594,1,0.0344,0.219,0.00021,0.0592,0.963,128.602,"album rock, british invasion, classic rock, rock",The Rolling Stones,Brown Sugar
0.748,0.786,4,-7.788,0,0.0641,0.328,0.0,0.34,0.917,104.833,"ectofolk, lilith, neo mellow, pop rock, scottish singer-songwriter",KT Tunstall,Black Horse & The Cherry Tree
0.588,0.74,11,-9.939,1,0.034,0.0782,0.0,0.0925,0.555,97.599,"dance pop, pop",Cher,Could've Been You
0.807,0.741,1,-4.472,1,0.083,0.0135,0.0316,0.06,0.558,108.989,"r&b, soul",Michael Jackson,Blood on the Dance Floor
0.199,0.843,7,-6.612,1,0.0607,0.00841,0.00248,0.0694,0.271,82.654,"britpop, welsh indie, welsh rock",Super Furry Animals,Battersea Odyssey
0.407,0.517,2,-11.971,1,0.0397,0.126,0.0,0.117,0.282,121.539,"album rock, beatlesque, classic rock, cosmic american, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock",The Byrds,Chestnut Mare
0.76,0.696,0,-5.811,1,0.0491,0.0195,0.0,0.278,0.903,127.029,"eurodance, europop, german techno, melbourne bounce international",Cascada,Evacuate The Dancefloor
0.452,0.938,2,-4.603,1,0.083,0.401,0.787,0.119,0.235,127.18,"hardcore punk, punk, skate punk",Descendents,Days Are Blood
0.353,0.446,0,-6.044,0,0.0285,0.95,1.35e-05,0.132,0.211,155.476,"british soul, pop, pop soul, uk pop",Adele,Turning Tables
0.456,0.573,5,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,76.19,"dance pop, pop",Christina Aguilera,Beautiful
0.471,0.985,2,-3.618,1,0.191,0.00018,4.17e-05,0.0557,0.14,135.063,alternative metal,Avenged Sevenfold,Carry On
0.18,0.982,5,-4.691,1,0.31,1.36e-05,0.792,0.331,0.0767,81.75,"alternative metal, nu metal, rap metal, rock, sacramento indie",Deftones,When Girls Telephone Boys
0.792,0.918,6,-14.205,1,0.0713,0.018,0.918,0.129,0.506,120.438,"acid house, chicago house, classic house",Phuture,Acid Tracks
0.353,0.975,8,-5.275,1,0.081,0.00108,7.12e-05,0.301,0.434,99.004,neo-trad metal,Steel Prophet,Neon Knights
0.442,0.717,5,-5.498,0,0.0504,0.178,5.1e-05,0.344,0.386,149.582,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",Radiohead,2 + 2 = 5
0.759,0.942,10,-1.625,0,0.0411,0.0144,0.000205,0.0951,0.9,129.009,"disco house, filter house",Bob Sinclar,Rock the Boat
0.593,0.902,2,-7.069,1,0.358,0.0107,0.0026,0.031,0.582,203.723,"ambient house, breakbeat, electronica, intelligent dance music, trip hop",The Orb,Aftermath
0.724,0.934,7,-5.271,1,0.0887,0.0083,9e-05,0.0782,0.858,104.027,"dance pop, girl group, pop",Spice Girls,Move Over
0.659,0.585,7,-8.189,1,0.0288,0.623,0.000213,0.348,0.784,104.111,"arkansas country, outlaw country, rock",Johnny Cash,Ring of Fire
0.532,0.78,6,-6.612,1,0.274,0.378,0.0,0.157,0.834,76.983,"dance pop, hip pop, r&b, urban contemporary",Keri Hilson,Breaking Point
0.852,0.797,0,-6.543,1,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,"latin hip hop, reggaeton, trap latino, urbano latino",Daddy Yankee,Gasolina
0.834,0.878,8,-9.484,1,0.15,0.0461,0.0,0.334,0.418,102.848,"conscious hip hop, gangster rap, golden age hip hop, hip hop, old school hip hop, rap, west coast rap",N.W.A,Straight Outta Compton
0.235,0.987,10,-4.661,0,0.086,5.52e-06,0.828,0.141,0.139,139.974,"alternative metal, djent, groove metal, metal, nu metal, progressive groove metal, swedish metal, technical groove metal, technical thrash",Meshuggah,Straws Pulled At Random
0.29,0.911,5,-5.667,0,0.0975,0.00617,0.0108,0.331,0.658,178.636,"hard rock, metal, old school thrash, rock, thrash metal",Metallica,Jump in the Fire
0.592,0.729,8,-4.156,1,0.0448,0.022,0.0,0.0653,0.709,116.03,"neo mellow, piano rock, pop, pop rock",The Fray,Over My Head
0.551,0.886,5,-5.303,0,0.0454,0.000246,0.0305,0.0804,0.959,163.825,,Gary Glitter,Another Rock and Roll Christmas
0.512,0.514,11,-11.562,0,0.387,0.555,0.00958,0.126,0.565,181.033,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",Wu-Tang Clan,C.R.E.A.M
0.582,0.937,8,-4.679,1,0.0363,0.0705,0.634,0.0868,0.437,136.034,"big beat, downtempo, electronica, trip hop",Faithless,I Want More
0.468,0.971,2,-4.195,0,0.224,0.000116,7.84e-05,0.46,0.511,102.95,"comic metal, wrestling",Fozzy,Enemy
0.65,0.842,0,-4.793,1,0.0465,0.000642,0.000342,0.0942,0.751,127.003,"alternative metal, hard rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",Marilyn Manson,The Devil Beneath My Feet
0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,"permanent wave, pop",Coldplay,Yellow
0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.021,pop,Ariana Grande,Problem
0.339,0.991,2,-5.028,1,0.145,0.000249,0.00327,0.261,0.185,106.767,"alternative metal, glam metal, groove metal, hard rock, metal, nu metal, old school thrash, rap metal, rock, speed metal, thrash metal",Anthrax,Caught in a Mosh
0.367,0.415,7,-8.857,1,0.043,0.61,0.0,0.0804,0.402,180.706,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter",Bob Dylan,Chimes Of Freedom
0.718,0.523,6,-7.181,1,0.198,0.352,0.00304,0.0909,0.836,167.963,"pop, r&b",Beyoncé,I Miss You
0.575,0.89,2,-3.169,1,0.0416,0.034,3.23e-06,0.047,0.206,128.041,"big room, dance pop, dutch house, edm, electro house, pop dance",Thirty Seconds to Mars,Do or Die
0.583,0.666,9,-11.702,0,0.0307,0.0917,0.993,0.281,0.11,121.709,"dusseldorf electronic, early synthpop, electro, proto-techno, synthpop",Kraftwerk,Radioactivity
0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,pop,Miley Cyrus,Party In The USA
0.657,0.898,7,-5.612,1,0.046,0.0355,0.00143,0.257,0.797,104.007,"latin pop, mexican pop, puerto rican pop",Ricky Martin,"Lola, Lola"
0.548,0.475,1,-12.42,1,0.0355,0.615,0.808,0.0944,0.0349,126.974,"permanent wave, pop",Coldplay,Midnight
0.843,0.594,7,-5.967,1,0.0594,0.0511,3.97e-05,0.0589,0.745,120.032,"dance pop, pop",Madonna,Nobody Knows Me
0.785,0.788,5,-7.539,0,0.0464,0.0331,0.0524,0.0806,0.888,143.959,"dance pop, electropop, neo-synthpop, scandipop, swedish electropop, swedish pop",Robyn,Electric
0.771,0.85,11,-5.985,0,0.0558,0.334,1.87e-06,0.122,0.586,94.991,"latin hip hop, rap latina, reggaeton, trap latino, urbano latino",Ivy Queen,"Te He Querido, Te He Llorado"
0.392,0.839,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168.001,pop rap,Diddy-Dirty Money,Coming Home
0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,"celtic rock, pop",The Script,Hall of Fame
0.762,0.644,7,-6.715,1,0.223,0.0522,0.0,0.0821,0.82,81.99,"contemporary r&b, hip pop, r&b, urban contemporary",Monica,Everytime Tha Beat Drop
0.742,0.467,10,-5.557,0,0.0624,0.0458,0.0,0.826,0.366,86.442,"dance pop, pop, urban contemporary",Mariah Carey,Obsessed
0.598,0.974,3,-3.46,0,0.0295,0.00305,1.21e-06,0.247,0.874,134.829,"classic swedish pop, swedish pop",Lena Philipsson,Lena Anthem
0.521,0.691,1,-7.377,0,0.0251,0.0975,0.0,0.187,0.434,107.707,"album rock, art rock, british invasion, classic rock, folk rock, glam rock, protopunk, psychedelic rock, rock, singer-songwriter",Kinks,Waterloo Sunset
0.285,0.381,11,-5.545,0,0.0322,0.757,0.0,0.385,0.176,70.673,"british soul, dance pop, pop, talent show",Leona Lewis,Homeless
0.725,0.841,2,-3.924,1,0.0545,0.002,0.0,0.0652,0.582,130.013,"k-pop, k-pop boy group",Big Bang,Fantastic Baby
0.292,0.982,7,-5.592,1,0.141,0.0947,0.906,0.127,0.0467,121.72,"alternative rock, chamber pop, indie rock, lo-fi, shoegaze, slacker rock",Pavement,Forklift
0.283,0.716,1,-9.632,0,0.0986,0.447,0.0,0.399,0.828,201.96,"classic soul, motown, neo soul, northern soul, quiet storm, soul",Marvin Gaye,What's Going On
0.666,0.732,9,-9.078,0,0.0771,0.709,0.000132,0.0478,0.673,88.349,"salsa, salsa puertorriquena, tropical",La India,Ese Hombre
0.73,0.735,1,-5.017,1,0.0325,0.000239,0.352,0.276,0.774,130.017,"alternative dance, dance-punk, electrofox, electronica, indie rock, neo-synthpop, new rave",The Rapture,House of Jealous Lovers
0.561,0.836,9,-3.939,1,0.1,0.0525,0.0,0.136,0.517,127.923,"dance pop, pop",Jason Derulo,The Other Side
0.575,0.927,5,-5.885,0,0.0393,1.72e-05,0.678,0.0819,0.615,138.009,"australian dance, dancefloor dnb, drum and bass",Pendulum,The Other Side
0.514,0.738,4,-7.013,1,0.0364,0.000875,0.0876,0.0792,0.368,117.954,,The Narrative,Chasing a Feeling
0.732,0.925,11,-4.165,0,0.051,0.0276,0.000238,0.14,0.782,127.012,romanian pop,Alexandra Stan,Mr. Saxobeat
0.487,0.673,9,-10.102,1,0.0409,0.377,0.032,0.629,0.938,110.107,"album rock, beatlesque, classic rock, cosmic american, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock",The Byrds,Old John Robertson
0.611,0.861,0,-3.757,1,0.0633,0.306,0.0,0.0691,0.846,96.44,"latin pop, modern salsa, salsa, tropical",Marc Anthony,Da La Vuelta
0.293,0.932,4,-6.839,1,0.051,0.0136,0.906,0.289,0.657,173.262,"instrumental surf, surf music",Dick Dale,Misirlou
0.555,0.802,4,-4.861,1,0.0277,0.0126,0.0,0.0961,0.143,101.021,"acoustic pop, idol, neo mellow",Kris Allen,The Truth
0.33,0.957,1,-5.58,1,0.0599,0.000665,0.000282,0.526,0.661,171.098,,The Bronx,False Alarm
0.587,0.687,1,-8.635,0,0.0509,0.0281,0.14,0.121,0.402,169.938,"electronica, trip hop",Sneaker Pimps,6 Underground
0.529,0.953,2,-3.848,1,0.0684,0.00224,0.00119,0.772,0.397,136.949,"album rock, glam metal, hard rock, metal, progressive metal, us power metal",Queensryche,I Am I
0.854,0.674,1,-6.23,1,0.184,0.0517,8.53e-05,0.509,0.848,99.022,"canadian contemporary r&b, canadian pop, pop",Madonna,Music
0.486,0.635,2,-3.994,1,0.0278,0.00705,0.0,0.119,0.235,141.868,pop,Taylor Swift,Back To December
0.613,0.317,2,-10.63,1,0.0297,0.557,9.65e-06,0.0958,0.264,129.975,,The Narrative,Eyes Closed
0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,"candy pop, dance pop, electropop, metropopolis, swedish electropop, swedish synthpop",Icona Pop,I Love It
0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,"folk, lilith, singer-songwriter, women's music",Tracy Chapman,Fast Car
0.606,0.591,0,-7.228,0,0.087,0.0756,0.0,0.328,0.477,95.802,"dance pop, pop",Justin Timberlake,Summer Love
0.342,0.628,4,-8.354,0,0.0406,0.0866,0.101,0.0692,0.279,131.337,"britpop, welsh indie, welsh rock",Super Furry Animals,No Sympathy
0.474,0.797,6,-4.541,0,0.192,0.193,6.2e-06,0.322,0.399,149.965,"pop, r&b",Beyoncé,Start Over
0.333,0.497,2,-15.606,1,0.0366,0.105,0.872,0.129,0.113,81.681,"dusseldorf electronic, early synthpop, electro, proto-techno, synthpop",Kraftwerk,Autobahn
0.662,0.906,5,-7.623,0,0.0349,0.000238,0.366,0.0774,0.662,124.989,"alternative dance, balearic, dance-punk, electroclash, electrofox, new rave, nu disco, rhode island indie",The Juan MacLean,Happy House
0.497,0.927,0,-4.52,1,0.0372,0.00286,1.26e-06,0.413,0.608,96.987,"contemporary country, country, country pop, country road, modern country rock",Florida Georgia Line,Get Your Shine On
0.632,0.773,6,-4.856,1,0.0346,0.0623,0.0,0.0885,0.474,130.033,pop,Taylor Swift,You Belong with Me
0.642,0.695,7,-5.62,1,0.0281,0.000443,1.02e-05,0.0753,0.642,103.984,pop,Taylor Swift,22
0.58,0.266,2,-15.269,1,0.0317,0.794,0.000172,0.11,0.581,154.595,"lilith, new wave pop, permanent wave, pop rock, singer-songwriter",Sheryl Crow,Strong Enough
0.855,0.47,5,-10.11,1,0.165,0.341,2.33e-05,0.113,0.761,102.187,old school rap francais,Alliance Ethnik,Respect
0.466,0.471,1,-13.762,1,0.039,0.573,0.82,0.121,0.794,132.109,,Frank Mills,Music Box Dancer
0.239,0.415,7,-6.295,1,0.0314,0.425,0.0,0.124,0.443,204.052,"bolero, latin pop",Luis Miguel,Que Seas Feliz
0.269,0.986,6,-4.243,1,0.166,9.54e-05,0.00064,0.161,0.498,175.02,,The Bronx,Shitty Future
0.401,0.132,0,-15.569,1,0.0355,0.938,0.102,0.1,0.0381,136.142,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",Radiohead,True Love Waits
0.648,0.859,7,-4.974,1,0.111,0.00645,0.0282,0.135,0.633,128.03,"edm, pop dance, progressive electro house",Swedish House Mafia,Antidote
0.702,0.76,5,-3.174,1,0.0684,0.00226,0.0,0.132,0.696,129.996,pop,Katy Perry,I Kissed a Girl
0.701,0.965,8,-4.651,1,0.0468,0.00189,0.000291,0.317,0.961,122.774,"eurodance, hip house",Twenty 4 Seven,I Can't Stand It
0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021,"piano rock, pop",OneRepublic,Secrets
0.424,0.157,9,-18.141,1,0.0428,0.95,0.0593,0.101,0.342,91.537,"downtempo, dream pop, indietronica",The xx,Angels
0.268,0.829,7,-4.592,1,0.0743,0.00986,0.434,0.142,0.203,117.351,"art pop, chamber pop, dream pop, dreamo, indie pop, indie rock, noise pop, shoegaze, toronto indie",Alvvays,"Archie, Marry Me"
0.437,0.095,10,-14.857,1,0.0341,0.9,0.0345,0.0963,0.137,103.777,"ambient folk, lancaster pa indie",The Innocence Mission,Pioneering
0.638,0.735,11,-5.414,0,0.0306,0.00359,0.000181,0.174,0.819,125.076,"europop, girl group, talent show",Girls Aloud,Call the Shots
0.595,0.961,7,-3.781,1,0.31,0.0282,0.0,0.271,0.61,174.071,"brostep, complextro, edm, electro, pop dance",Skrillex,Ragga Bomb
0.345,0.88,2,-8.62,1,0.0349,0.00662,0.306,0.0498,0.609,110.979,"album rock, classic rock, hard rock, rock",Led Zeppelin,Carouselambra
0.538,0.82,4,-3.994,1,0.0301,0.0485,0.0,0.204,0.334,110.009,,DecembeRadio,For Your Glory
0.651,0.83,2,-8.785,1,0.0316,0.00824,0.0429,0.0837,0.917,131.282,"album rock, classic rock, hard rock, mellow gold, new romantic, new wave, new wave pop, permanent wave, power pop, rock, singer-songwriter, soft rock, synthpop",The Cars,Let's Go
0.67,0.855,0,-3.035,0,0.0499,0.0124,0.0,0.335,0.648,120.05,"dance pop, miami hip hop, pop",Pitbull,International Love
0.466,0.842,6,-2.937,1,0.0513,0.0332,9.12e-06,0.349,0.418,75.0,"girl group, pop, talent show",Fifth Harmony,Miss Movin' On
0.691,0.64,8,-9.981,0,0.0839,0.519,2.7e-05,0.0545,0.796,145.741,"art pop, art rock, baroque pop, new wave pop, permanent wave, piano rock, singer-songwriter",Kate Bush,Sat In Your Lap
0.48,0.303,5,-13.675,1,0.0384,0.812,0.0,0.0889,0.643,98.282,"acoustic blues, blues, louisiana blues, new orleans blues, traditional blues",Guitar Slim,The Things That I Used to Do
0.6,0.878,6,-6.074,1,0.217,0.0154,0.0,0.0938,0.441,128.205,"escape room, hip house, lgbtq+ hip hop, trap queen",Azealia Banks,Chasing Time
0.859,0.905,0,-5.539,0,0.129,0.205,0.00837,0.322,0.731,89.946,"r&b, soul",Michael Jackson,They Don't Care About Us
0.446,0.142,9,-13.498,1,0.0335,0.96,0.00114,0.101,0.156,135.724,"classic country pop, country, country dawn",Dolly Parton,I Will Always Love You
